method,conf_th,iou_th,AP,AP50,AP75,APu,APvt,APt,APs,APm,APl,AR1,AR10,AR100,ARu,ARvt,ARt,ARs,ARm,ARl,TP,FP,FN,P,R,F1
NMS,0.6,0.3,47.8522038617357,83.5313242609243,48.0814937800534,-100,34.9594219515568,43.4557374762248,54.7805207966555,35.8307649924736,64.4661024569033,25.693440176705,57.6341833160963,57.6347765766563,-100,41.6797919578292,56.1357444798752,63.8561368802176,41.121605487747,67.0491412213741,40356,3670,7322,91.6640167173943,84.6428121984983,88.0136090028788
NMS,0.7,0.3,47.8522038617357,83.5313242609243,48.0814937800534,-100,34.9594219515568,43.4557374762248,54.7805207966555,35.8307649924736,64.4661024569033,25.693440176705,57.6341833160963,57.6347765766563,-100,41.6797919578292,56.1357444798752,63.8561368802176,41.121605487747,67.0491412213741,38430,2499,9248,93.8943047716778,80.6032132220311,86.7425824144819
NMS,0.8,0.3,47.8522038617357,83.5313242609243,48.0814937800534,-100,34.9594219515568,43.4557374762248,54.7805207966555,35.8307649924736,64.4661024569033,25.693440176705,57.6341833160963,57.6347765766563,-100,41.6797919578292,56.1357444798752,63.8561368802176,41.121605487747,67.0491412213741,30856,1067,16822,96.6575823074272,64.717479760057,77.5266642378865
NMS,0.9,0.3,47.8522038617357,83.5313242609243,48.0814937800534,-100,34.9594219515568,43.4557374762248,54.7805207966555,35.8307649924736,64.4661024569033,25.693440176705,57.6341833160963,57.6347765766563,-100,41.6797919578292,56.1357444798752,63.8561368802176,41.121605487747,67.0491412213741,8237,23,39441,99.7215496368039,17.2763119258358,29.4504630126211
NMS,0.1,0.4,48.7361210755428,83.4952358192395,49.7957602681216,-100,35.0909616668087,43.8036140292576,56.1489221047455,37.3956869370042,64.8121349436344,25.8901848587866,58.4460999744512,58.4490662772514,-100,41.8523331584589,56.8424337566117,64.9546088138989,42.6442321010888,67.2781488549618,41954,11209,5724,78.9157872956756,87.9944628549855,83.2082188792257
NMS,0.2,0.4,48.7361210755428,83.4952358192395,49.7957602681216,-100,35.0909616668087,43.8036140292576,56.1489221047455,37.3956869370042,64.8121349436344,25.8901848587866,58.4460999744512,58.4490662772514,-100,41.8523331584589,56.8424337566117,64.9546088138989,42.6442321010888,67.2781488549618,42089,8679,5589,82.9045855657107,88.2776123159529,85.5067752879751
NMS,0.3,0.4,48.7361210755428,83.4952358192395,49.7957602681216,-100,35.0909616668087,43.8036140292576,56.1489221047455,37.3956869370042,64.8121349436344,25.8901848587866,58.4460999744512,58.4490662772514,-100,41.8523331584589,56.8424337566117,64.9546088138989,42.6442321010888,67.2781488549618,42018,7351,5660,85.1100893273107,88.1286966735182,86.5930940678228
NMS,0.4,0.4,48.7361210755428,83.4952358192395,49.7957602681216,-100,35.0909616668087,43.8036140292576,56.1489221047455,37.3956869370042,64.8121349436344,25.8901848587866,58.4460999744512,58.4490662772514,-100,41.8523331584589,56.8424337566117,64.9546088138989,42.6442321010888,67.2781488549618,41771,6325,5907,86.8492182302063,87.6106380301187,87.228266544156
NMS,0.5,0.4,48.7361210755428,83.4952358192395,49.7957602681216,-100,35.0909616668087,43.8036140292576,56.1489221047455,37.3956869370042,64.8121349436344,25.8901848587866,58.4460999744512,58.4490662772514,-100,41.8523331584589,56.8424337566117,64.9546088138989,42.6442321010888,67.2781488549618,41295,5393,6383,88.4488519533927,86.6122740047821,87.5209291482102
NMS,0.6,0.4,48.7361210755428,83.4952358192395,49.7957602681216,-100,35.0909616668087,43.8036140292576,56.1489221047455,37.3956869370042,64.8121349436344,25.8901848587866,58.4460999744512,58.4490662772514,-100,41.8523331584589,56.8424337566117,64.9546088138989,42.6442321010888,67.2781488549618,40394,4376,7284,90.2255974983248,84.722513528252,87.3875043267567
NMS,0.7,0.4,48.7361210755428,83.4952358192395,49.7957602681216,-100,35.0909616668087,43.8036140292576,56.1489221047455,37.3956869370042,64.8121349436344,25.8901848587866,58.4460999744512,58.4490662772514,-100,41.8523331584589,56.8424337566117,64.9546088138989,42.6442321010888,67.2781488549618,38444,3081,9234,92.580373269115,80.6325768698352,86.1944105018889
NMS,0.8,0.4,48.7361210755428,83.4952358192395,49.7957602681216,-100,35.0909616668087,43.8036140292576,56.1489221047455,37.3956869370042,64.8121349436344,25.8901848587866,58.4460999744512,58.4490662772514,-100,41.8523331584589,56.8424337566117,64.9546088138989,42.6442321010888,67.2781488549618,30864,1322,16814,95.8926241222892,64.7342589873736,77.2913953721326
NMS,0.9,0.4,48.7361210755428,83.4952358192395,49.7957602681216,-100,35.0909616668087,43.8036140292576,56.1489221047455,37.3956869370042,64.8121349436344,25.8901848587866,58.4460999744512,58.4490662772514,-100,41.8523331584589,56.8424337566117,64.9546088138989,42.6442321010888,67.2781488549618,8234,29,39444,99.6490378797047,17.2700197155921,29.438158059384
NMS,0.1,0.5,49.1838134522371,82.8938293122629,51.3282327744671,-100,35.1958573261226,43.6588846126354,57.0568636314509,38.0161361928935,64.7626299931393,25.9892667713735,59.1344943428816,59.1378561527218,-100,42.0109934717801,57.5199778675522,65.9274694554017,43.6231609869688,67.2590648854962,42020,12465,5658,77.1221437092778,88.1328914803473,82.2607010365788
NMS,0.2,0.5,49.1838134522371,82.8938293122629,51.3282327744671,-100,35.1958573261226,43.6588846126354,57.0568636314509,38.0161361928935,64.7626299931393,25.9892667713735,59.1344943428816,59.1378561527218,-100,42.0109934717801,57.5199778675522,65.9274694554017,43.6231609869688,67.2590648854962,42134,9764,5544,81.1861728775675,88.3719954696086,84.626817707078
NMS,0.3,0.5,49.1838134522371,82.8938293122629,51.3282327744671,-100,35.1958573261226,43.6588846126354,57.0568636314509,38.0161361928935,64.7626299931393,25.9892667713735,59.1344943428816,59.1378561527218,-100,42.0109934717801,57.5199778675522,65.9274694554017,43.6231609869688,67.2590648854962,42055,8380,5623,83.3845543769208,88.2063005998574,85.7276813470182
NMS,0.4,0.5,49.1838134522371,82.8938293122629,51.3282327744671,-100,35.1958573261226,43.6588846126354,57.0568636314509,38.0161361928935,64.7626299931393,25.9892667713735,59.1344943428816,59.1378561527218,-100,42.0109934717801,57.5199778675522,65.9274694554017,43.6231609869688,67.2590648854962,41806,7298,5872,85.1376669925057,87.6840471496288,86.3920977041185
NMS,0.5,0.5,49.1838134522371,82.8938293122629,51.3282327744671,-100,35.1958573261226,43.6588846126354,57.0568636314509,38.0161361928935,64.7626299931393,25.9892667713735,59.1344943428816,59.1378561527218,-100,42.0109934717801,57.5199778675522,65.9274694554017,43.6231609869688,67.2590648854962,41317,6307,6361,86.7566773055602,86.6584168799027,86.7075192545802
